0.000000 0.000000 1.000000 1.000000 1.000000
17.651000 0.000000 1.000000 1.000000 1.000000
51.111100 0.000000 1.000000 1.000000 1.000000
84.571200 0.000000 1.000000 1.000000 1.000000
102.222200 0.000000 1.000000 1.000000 1.000000
0.000000 17.267300 1.000000 1.000000 1.000000
17.651000 17.267300 1.000000 1.000000 1.000000
51.111100 17.267300 1.000000 1.000000 1.000000
84.571200 17.267300 1.000000 1.000000 1.000000
102.222200 17.267300 1.000000 1.000000 1.000000
0.000000 50.000000 1.000000 1.000000 1.000000
17.651000 50.000000 1.000000 1.000000 1.000000
51.111100 50.000000 1.000000 1.000000 1.000000
84.571200 50.000000 1.000000 1.000000 1.000000
102.222200 50.000000 1.000000 1.000000 1.000000
0.000000 82.732700 1.000000 1.000000 1.000000
17.651000 82.732700 1.000000 1.000000 1.000000
51.111100 82.732700 1.000000 1.000000 1.000000
84.571200 82.732700 1.000000 1.000000 1.000000
102.222200 82.732700 1.000000 1.000000 1.000000
0.000000 100.000000 1.000000 1.000000 1.000000
17.651000 100.000000 1.000000 1.000000 1.000000
51.111100 100.000000 1.000000 1.000000 1.000000
84.571200 100.000000 1.000000 1.000000 1.000000
102.222200 100.000000 1.000000 1.000000 1.000000
102.222200 0.000000 1.000000 1.000000 1.000000
119.873300 0.000000 1.000000 1.000000 1.000000
153.333300 0.000000 1.000000 1.000000 1.000000
186.793400 0.000000 1.000000 1.000000 1.000000
204.444400 0.000000 1.000000 1.000000 1.000000
102.222200 17.267300 1.000000 1.000000 1.000000
119.873300 17.267300 1.000000 1.000000 1.000000
153.333300 17.267300 1.000000 1.000000 1.000000
186.793400 17.267300 1.000000 1.000000 1.000000
204.444400 17.267300 1.000000 1.000000 1.000000
102.222200 50.000000 1.000000 1.000000 1.000000
119.873300 50.000000 1.000000 1.000000 1.000000
153.333300 50.000000 1.000000 1.000000 1.000000
186.793400 50.000000 1.000000 1.000000 1.000000
204.444400 50.000000 1.000000 1.000000 1.000000
